Id,State,Country,Lat,Long,Date,ConfirmedCases,Fatalities,DateTimeStamp,Year,Month,WeekNumber,Day,population
5323,Heilongjiang,China,47.862,127.7615,2020-02-12,0.0,0.0,2020-02-12,2020,2,7,12,1377422166
5324,Heilongjiang,China,47.862,127.7615,2020-02-13,0.0,0.0,2020-02-13,2020,2,7,13,1377422166
5325,Heilongjiang,China,47.862,127.7615,2020-02-14,0.0,0.0,2020-02-14,2020,2,7,14,1377422166
5326,Heilongjiang,China,47.862,127.7615,2020-02-15,0.0,0.0,2020-02-15,2020,2,7,15,1377422166
5327,Heilongjiang,China,47.862,127.7615,2020-02-16,0.0,0.0,2020-02-16,2020,2,7,16,1377422166
5328,Heilongjiang,China,47.862,127.7615,2020-02-17,0.0,0.0,2020-02-17,2020,2,8,17,1377422166
5329,Heilongjiang,China,47.862,127.7615,2020-02-18,0.0,0.0,2020-02-18,2020,2,8,18,1377422166
5330,Heilongjiang,China,47.862,127.7615,2020-02-19,0.0,0.0,2020-02-19,2020,2,8,19,1377422166
5331,Heilongjiang,China,47.862,127.7615,2020-02-20,0.0,0.0,2020-02-20,2020,2,8,20,1377422166
5332,Heilongjiang,China,47.862,127.7615,2020-02-21,0.0,0.0,2020-02-21,2020,2,8,21,1377422166
5333,Heilongjiang,China,47.862,127.7615,2020-02-22,0.0,0.0,2020-02-22,2020,2,8,22,1377422166
5334,Heilongjiang,China,47.862,127.7615,2020-02-23,0.0,0.0,2020-02-23,2020,2,8,23,1377422166
5335,Heilongjiang,China,47.862,127.7615,2020-02-24,0.0,0.0,2020-02-24,2020,2,9,24,1377422166
5336,Heilongjiang,China,47.862,127.7615,2020-02-25,0.0,0.0,2020-02-25,2020,2,9,25,1377422166
5337,Heilongjiang,China,47.862,127.7615,2020-02-26,0.0,0.0,2020-02-26,2020,2,9,26,1377422166
5338,Heilongjiang,China,47.862,127.7615,2020-02-27,0.0,0.0,2020-02-27,2020,2,9,27,1377422166
5339,Heilongjiang,China,47.862,127.7615,2020-02-28,0.0,0.0,2020-02-28,2020,2,9,28,1377422166
5340,Heilongjiang,China,47.862,127.7615,2020-02-29,0.0,0.0,2020-02-29,2020,2,9,29,1377422166
5341,Heilongjiang,China,47.862,127.7615,2020-03-01,0.0,0.0,2020-03-01,2020,3,9,1,1377422166
5342,Heilongjiang,China,47.862,127.7615,2020-03-02,0.0,0.0,2020-03-02,2020,3,10,2,1377422166
5343,Heilongjiang,China,47.862,127.7615,2020-03-03,0.0,0.0,2020-03-03,2020,3,10,3,1377422166
5344,Heilongjiang,China,47.862,127.7615,2020-03-04,0.0,0.0,2020-03-04,2020,3,10,4,1377422166
5345,Heilongjiang,China,47.862,127.7615,2020-03-05,0.0,0.0,2020-03-05,2020,3,10,5,1377422166
5346,Heilongjiang,China,47.862,127.7615,2020-03-06,0.0,0.0,2020-03-06,2020,3,10,6,1377422166
5347,Heilongjiang,China,47.862,127.7615,2020-03-07,0.0,0.0,2020-03-07,2020,3,10,7,1377422166
5348,Heilongjiang,China,47.862,127.7615,2020-03-08,0.0,0.0,2020-03-08,2020,3,10,8,1377422166
5349,Heilongjiang,China,47.862,127.7615,2020-03-09,0.0,0.0,2020-03-09,2020,3,11,9,1377422166
5350,Heilongjiang,China,47.862,127.7615,2020-03-10,0.0,0.0,2020-03-10,2020,3,11,10,1377422166
5351,Heilongjiang,China,47.862,127.7615,2020-03-11,0.0,0.0,2020-03-11,2020,3,11,11,1377422166
5352,Heilongjiang,China,47.862,127.7615,2020-03-12,0.0,0.0,2020-03-12,2020,3,11,12,1377422166
5353,Heilongjiang,China,47.862,127.7615,2020-03-13,0.0,0.0,2020-03-13,2020,3,11,13,1377422166
5354,Heilongjiang,China,47.862,127.7615,2020-03-14,0.0,0.0,2020-03-14,2020,3,11,14,1377422166
5355,Heilongjiang,China,47.862,127.7615,2020-03-15,0.0,0.0,2020-03-15,2020,3,11,15,1377422166
5356,Heilongjiang,China,47.862,127.7615,2020-03-16,0.0,0.0,2020-03-16,2020,3,12,16,1377422166
5357,Heilongjiang,China,47.862,127.7615,2020-03-17,0.0,0.0,2020-03-17,2020,3,12,17,1377422166
5358,Heilongjiang,China,47.862,127.7615,2020-03-18,0.0,0.0,2020-03-18,2020,3,12,18,1377422166
5359,Heilongjiang,China,47.862,127.7615,2020-03-19,0.0,0.0,2020-03-19,2020,3,12,19,1377422166
5360,Heilongjiang,China,47.862,127.7615,2020-03-20,0.0,0.0,2020-03-20,2020,3,12,20,1377422166
5361,Heilongjiang,China,47.862,127.7615,2020-03-21,0.0,0.0,2020-03-21,2020,3,12,21,1377422166
5362,Heilongjiang,China,47.862,127.7615,2020-03-22,0.0,0.0,2020-03-22,2020,3,12,22,1377422166
5395,Henan,China,33.882,113.614,2020-01-22,0.0,0.0,2020-01-22,2020,1,4,22,1377422166
5396,Henan,China,33.882,113.614,2020-01-23,0.0,0.0,2020-01-23,2020,1,4,23,1377422166
5397,Henan,China,33.882,113.614,2020-01-24,0.0,0.0,2020-01-24,2020,1,4,24,1377422166
5398,Henan,China,33.882,113.614,2020-01-25,0.0,0.0,2020-01-25,2020,1,4,25,1377422166
5399,Henan,China,33.882,113.614,2020-01-26,0.0,0.0,2020-01-26,2020,1,4,26,1377422166
5400,Henan,China,33.882,113.614,2020-01-27,0.0,0.0,2020-01-27,2020,1,5,27,1377422166
5401,Henan,China,33.882,113.614,2020-01-28,0.0,0.0,2020-01-28,2020,1,5,28,1377422166
5402,Henan,China,33.882,113.614,2020-01-29,0.0,0.0,2020-01-29,2020,1,5,29,1377422166
5403,Henan,China,33.882,113.614,2020-01-30,0.0,0.0,2020-01-30,2020,1,5,30,1377422166
5404,Henan,China,33.882,113.614,2020-01-31,0.0,0.0,2020-01-31,2020,1,5,31,1377422166
5405,Henan,China,33.882,113.614,2020-02-01,0.0,0.0,2020-02-01,2020,2,5,1,1377422166
5406,Henan,China,33.882,113.614,2020-02-02,0.0,0.0,2020-02-02,2020,2,5,2,1377422166
5407,Henan,China,33.882,113.614,2020-02-03,0.0,0.0,2020-02-03,2020,2,6,3,1377422166
5408,Henan,China,33.882,113.614,2020-02-04,0.0,0.0,2020-02-04,2020,2,6,4,1377422166
5409,Henan,China,33.882,113.614,2020-02-05,0.0,0.0,2020-02-05,2020,2,6,5,1377422166
5410,Henan,China,33.882,113.614,2020-02-06,0.0,0.0,2020-02-06,2020,2,6,6,1377422166
5411,Henan,China,33.882,113.614,2020-02-07,0.0,0.0,2020-02-07,2020,2,6,7,1377422166
5412,Henan,China,33.882,113.614,2020-02-08,0.0,0.0,2020-02-08,2020,2,6,8,1377422166
5413,Henan,China,33.882,113.614,2020-02-09,0.0,0.0,2020-02-09,2020,2,6,9,1377422166
5414,Henan,China,33.882,113.614,2020-02-10,0.0,0.0,2020-02-10,2020,2,7,10,1377422166
5415,Henan,China,33.882,113.614,2020-02-11,0.0,0.0,2020-02-11,2020,2,7,11,1377422166
5416,Henan,China,33.882,113.614,2020-02-12,0.0,0.0,2020-02-12,2020,2,7,12,1377422166
5417,Henan,China,33.882,113.614,2020-02-13,0.0,0.0,2020-02-13,2020,2,7,13,1377422166
5418,Henan,China,33.882,113.614,2020-02-14,0.0,0.0,2020-02-14,2020,2,7,14,1377422166
5419,Henan,China,33.882,113.614,2020-02-15,0.0,0.0,2020-02-15,2020,2,7,15,1377422166
5420,Henan,China,33.882,113.614,2020-02-16,0.0,0.0,2020-02-16,2020,2,7,16,1377422166
5421,Henan,China,33.882,113.614,2020-02-17,0.0,0.0,2020-02-17,2020,2,8,17,1377422166
5422,Henan,China,33.882,113.614,2020-02-18,0.0,0.0,2020-02-18,2020,2,8,18,1377422166
5423,Henan,China,33.882,113.614,2020-02-19,0.0,0.0,2020-02-19,2020,2,8,19,1377422166
5424,Henan,China,33.882,113.614,2020-02-20,0.0,0.0,2020-02-20,2020,2,8,20,1377422166
5425,Henan,China,33.882,113.614,2020-02-21,0.0,0.0,2020-02-21,2020,2,8,21,1377422166
5426,Henan,China,33.882,113.614,2020-02-22,0.0,0.0,2020-02-22,2020,2,8,22,1377422166
5427,Henan,China,33.882,113.614,2020-02-23,0.0,0.0,2020-02-23,2020,2,8,23,1377422166
5428,Henan,China,33.882,113.614,2020-02-24,0.0,0.0,2020-02-24,2020,2,9,24,1377422166
5429,Henan,China,33.882,113.614,2020-02-25,0.0,0.0,2020-02-25,2020,2,9,25,1377422166
5430,Henan,China,33.882,113.614,2020-02-26,0.0,0.0,2020-02-26,2020,2,9,26,1377422166
5431,Henan,China,33.882,113.614,2020-02-27,0.0,0.0,2020-02-27,2020,2,9,27,1377422166
5432,Henan,China,33.882,113.614,2020-02-28,0.0,0.0,2020-02-28,2020,2,9,28,1377422166
5433,Henan,China,33.882,113.614,2020-02-29,0.0,0.0,2020-02-29,2020,2,9,29,1377422166
5434,Henan,China,33.882,113.614,2020-03-01,0.0,0.0,2020-03-01,2020,3,9,1,1377422166
5435,Henan,China,33.882,113.614,2020-03-02,0.0,0.0,2020-03-02,2020,3,10,2,1377422166
5436,Henan,China,33.882,113.614,2020-03-03,0.0,0.0,2020-03-03,2020,3,10,3,1377422166
5437,Henan,China,33.882,113.614,2020-03-04,0.0,0.0,2020-03-04,2020,3,10,4,1377422166
5438,Henan,China,33.882,113.614,2020-03-05,0.0,0.0,2020-03-05,2020,3,10,5,1377422166
5439,Henan,China,33.882,113.614,2020-03-06,0.0,0.0,2020-03-06,2020,3,10,6,1377422166
5440,Henan,China,33.882,113.614,2020-03-07,0.0,0.0,2020-03-07,2020,3,10,7,1377422166
5441,Henan,China,33.882,113.614,2020-03-08,0.0,0.0,2020-03-08,2020,3,10,8,1377422166
5442,Henan,China,33.882,113.614,2020-03-09,0.0,0.0,2020-03-09,2020,3,11,9,1377422166
5443,Henan,China,33.882,113.614,2020-03-10,0.0,0.0,2020-03-10,2020,3,11,10,1377422166
5444,Henan,China,33.882,113.614,2020-03-11,0.0,0.0,2020-03-11,2020,3,11,11,1377422166
5445,Henan,China,33.882,113.614,2020-03-12,0.0,0.0,2020-03-12,2020,3,11,12,1377422166
5446,Henan,China,33.882,113.614,2020-03-13,0.0,0.0,2020-03-13,2020,3,11,13,1377422166
5447,Henan,China,33.882,113.614,2020-03-14,0.0,0.0,2020-03-14,2020,3,11,14,1377422166
5448,Henan,China,33.882,113.614,2020-03-15,0.0,0.0,2020-03-15,2020,3,11,15,1377422166
5449,Henan,China,33.882,113.614,2020-03-16,0.0,0.0,2020-03-16,2020,3,12,16,1377422166
5450,Henan,China,33.882,113.614,2020-03-17,0.0,0.0,2020-03-17,2020,3,12,17,1377422166
5451,Henan,China,33.882,113.614,2020-03-18,0.0,0.0,2020-03-18,2020,3,12,18,1377422166
5452,Henan,China,33.882,113.614,2020-03-19,0.0,0.0,2020-03-19,2020,3,12,19,1377422166
5453,Henan,China,33.882,113.614,2020-03-20,0.0,0.0,2020-03-20,2020,3,12,20,1377422166
5454,Henan,China,33.882,113.614,2020-03-21,0.0,0.0,2020-03-21,2020,3,12,21,1377422166
5455,Henan,China,33.882,113.614,2020-03-22,0.0,0.0,2020-03-22,2020,3,12,22,1377422166
5488,Hong Kong,China,22.3,114.2,2020-01-22,0.0,0.0,2020-01-22,2020,1,4,22,1377422166
5489,Hong Kong,China,22.3,114.2,2020-01-23,2.0,0.0,2020-01-23,2020,1,4,23,1377422166
5490,Hong Kong,China,22.3,114.2,2020-01-24,2.0,0.0,2020-01-24,2020,1,4,24,1377422166
5491,Hong Kong,China,22.3,114.2,2020-01-25,5.0,0.0,2020-01-25,2020,1,4,25,1377422166
5492,Hong Kong,China,22.3,114.2,2020-01-26,8.0,0.0,2020-01-26,2020,1,4,26,1377422166
5493,Hong Kong,China,22.3,114.2,2020-01-27,8.0,0.0,2020-01-27,2020,1,5,27,1377422166
5494,Hong Kong,China,22.3,114.2,2020-01-28,8.0,0.0,2020-01-28,2020,1,5,28,1377422166
5495,Hong Kong,China,22.3,114.2,2020-01-29,10.0,0.0,2020-01-29,2020,1,5,29,1377422166
5496,Hong Kong,China,22.3,114.2,2020-01-30,10.0,0.0,2020-01-30,2020,1,5,30,1377422166
5497,Hong Kong,China,22.3,114.2,2020-01-31,12.0,0.0,2020-01-31,2020,1,5,31,1377422166
5498,Hong Kong,China,22.3,114.2,2020-02-01,13.0,0.0,2020-02-01,2020,2,5,1,1377422166
5499,Hong Kong,China,22.3,114.2,2020-02-02,15.0,0.0,2020-02-02,2020,2,5,2,1377422166
5500,Hong Kong,China,22.3,114.2,2020-02-03,15.0,0.0,2020-02-03,2020,2,6,3,1377422166
5501,Hong Kong,China,22.3,114.2,2020-02-04,17.0,1.0,2020-02-04,2020,2,6,4,1377422166
5502,Hong Kong,China,22.3,114.2,2020-02-05,21.0,1.0,2020-02-05,2020,2,6,5,1377422166
5503,Hong Kong,China,22.3,114.2,2020-02-06,24.0,1.0,2020-02-06,2020,2,6,6,1377422166
5504,Hong Kong,China,22.3,114.2,2020-02-07,25.0,1.0,2020-02-07,2020,2,6,7,1377422166
5505,Hong Kong,China,22.3,114.2,2020-02-08,26.0,1.0,2020-02-08,2020,2,6,8,1377422166
5506,Hong Kong,China,22.3,114.2,2020-02-09,29.0,1.0,2020-02-09,2020,2,6,9,1377422166
5507,Hong Kong,China,22.3,114.2,2020-02-10,38.0,1.0,2020-02-10,2020,2,7,10,1377422166
5508,Hong Kong,China,22.3,114.2,2020-02-11,49.0,1.0,2020-02-11,2020,2,7,11,1377422166
5509,Hong Kong,China,22.3,114.2,2020-02-12,50.0,1.0,2020-02-12,2020,2,7,12,1377422166
5510,Hong Kong,China,22.3,114.2,2020-02-13,53.0,1.0,2020-02-13,2020,2,7,13,1377422166
5511,Hong Kong,China,22.3,114.2,2020-02-14,56.0,1.0,2020-02-14,2020,2,7,14,1377422166
5512,Hong Kong,China,22.3,114.2,2020-02-15,56.0,1.0,2020-02-15,2020,2,7,15,1377422166
5513,Hong Kong,China,22.3,114.2,2020-02-16,57.0,1.0,2020-02-16,2020,2,7,16,1377422166
5514,Hong Kong,China,22.3,114.2,2020-02-17,60.0,1.0,2020-02-17,2020,2,8,17,1377422166
5515,Hong Kong,China,22.3,114.2,2020-02-18,62.0,1.0,2020-02-18,2020,2,8,18,1377422166
5516,Hong Kong,China,22.3,114.2,2020-02-19,63.0,2.0,2020-02-19,2020,2,8,19,1377422166
5517,Hong Kong,China,22.3,114.2,2020-02-20,68.0,2.0,2020-02-20,2020,2,8,20,1377422166
5518,Hong Kong,China,22.3,114.2,2020-02-21,68.0,2.0,2020-02-21,2020,2,8,21,1377422166
5519,Hong Kong,China,22.3,114.2,2020-02-22,69.0,2.0,2020-02-22,2020,2,8,22,1377422166
5520,Hong Kong,China,22.3,114.2,2020-02-23,74.0,2.0,2020-02-23,2020,2,8,23,1377422166
5521,Hong Kong,China,22.3,114.2,2020-02-24,79.0,2.0,2020-02-24,2020,2,9,24,1377422166
5522,Hong Kong,China,22.3,114.2,2020-02-25,84.0,2.0,2020-02-25,2020,2,9,25,1377422166
5523,Hong Kong,China,22.3,114.2,2020-02-26,91.0,2.0,2020-02-26,2020,2,9,26,1377422166
5524,Hong Kong,China,22.3,114.2,2020-02-27,92.0,2.0,2020-02-27,2020,2,9,27,1377422166
5525,Hong Kong,China,22.3,114.2,2020-02-28,94.0,2.0,2020-02-28,2020,2,9,28,1377422166
5526,Hong Kong,China,22.3,114.2,2020-02-29,95.0,2.0,2020-02-29,2020,2,9,29,1377422166
5527,Hong Kong,China,22.3,114.2,2020-03-01,96.0,2.0,2020-03-01,2020,3,9,1,1377422166
5528,Hong Kong,China,22.3,114.2,2020-03-02,100.0,2.0,2020-03-02,2020,3,10,2,1377422166
5529,Hong Kong,China,22.3,114.2,2020-03-03,100.0,2.0,2020-03-03,2020,3,10,3,1377422166
5530,Hong Kong,China,22.3,114.2,2020-03-04,105.0,2.0,2020-03-04,2020,3,10,4,1377422166
5531,Hong Kong,China,22.3,114.2,2020-03-05,105.0,2.0,2020-03-05,2020,3,10,5,1377422166
5532,Hong Kong,China,22.3,114.2,2020-03-06,107.0,2.0,2020-03-06,2020,3,10,6,1377422166
5533,Hong Kong,China,22.3,114.2,2020-03-07,108.0,2.0,2020-03-07,2020,3,10,7,1377422166
5534,Hong Kong,China,22.3,114.2,2020-03-08,114.0,3.0,2020-03-08,2020,3,10,8,1377422166
5535,Hong Kong,China,22.3,114.2,2020-03-09,115.0,3.0,2020-03-09,2020,3,11,9,1377422166
5536,Hong Kong,China,22.3,114.2,2020-03-10,120.0,3.0,2020-03-10,2020,3,11,10,1377422166
5537,Hong Kong,China,22.3,114.2,2020-03-11,126.0,3.0,2020-03-11,2020,3,11,11,1377422166
5538,Hong Kong,China,22.3,114.2,2020-03-12,129.0,3.0,2020-03-12,2020,3,11,12,1377422166
5539,Hong Kong,China,22.3,114.2,2020-03-13,134.0,4.0,2020-03-13,2020,3,11,13,1377422166
5540,Hong Kong,China,22.3,114.2,2020-03-14,140.0,4.0,2020-03-14,2020,3,11,14,1377422166
5541,Hong Kong,China,22.3,114.2,2020-03-15,145.0,4.0,2020-03-15,2020,3,11,15,1377422166
5542,Hong Kong,China,22.3,114.2,2020-03-16,155.0,4.0,2020-03-16,2020,3,12,16,1377422166
5543,Hong Kong,China,22.3,114.2,2020-03-17,162.0,4.0,2020-03-17,2020,3,12,17,1377422166
5544,Hong Kong,China,22.3,114.2,2020-03-18,181.0,4.0,2020-03-18,2020,3,12,18,1377422166
5545,Hong Kong,China,22.3,114.2,2020-03-19,208.0,4.0,2020-03-19,2020,3,12,19,1377422166
5546,Hong Kong,China,22.3,114.2,2020-03-20,256.0,4.0,2020-03-20,2020,3,12,20,1377422166
5547,Hong Kong,China,22.3,114.2,2020-03-21,273.0,4.0,2020-03-21,2020,3,12,21,1377422166
5548,Hong Kong,China,22.3,114.2,2020-03-22,317.0,4.0,2020-03-22,2020,3,12,22,1377422166
5581,Hubei,China,30.9756,112.2707,2020-01-22,444.0,17.0,2020-01-22,2020,1,4,22,1377422166
5582,Hubei,China,30.9756,112.2707,2020-01-23,444.0,17.0,2020-01-23,2020,1,4,23,1377422166
5583,Hubei,China,30.9756,112.2707,2020-01-24,549.0,24.0,2020-01-24,2020,1,4,24,1377422166
5584,Hubei,China,30.9756,112.2707,2020-01-25,761.0,40.0,2020-01-25,2020,1,4,25,1377422166
5585,Hubei,China,30.9756,112.2707,2020-01-26,1058.0,52.0,2020-01-26,2020,1,4,26,1377422166
5586,Hubei,China,30.9756,112.2707,2020-01-27,1423.0,76.0,2020-01-27,2020,1,5,27,1377422166
5587,Hubei,China,30.9756,112.2707,2020-01-28,3554.0,125.0,2020-01-28,2020,1,5,28,1377422166
5588,Hubei,China,30.9756,112.2707,2020-01-29,3554.0,125.0,2020-01-29,2020,1,5,29,1377422166
5589,Hubei,China,30.9756,112.2707,2020-01-30,4903.0,162.0,2020-01-30,2020,1,5,30,1377422166
5590,Hubei,China,30.9756,112.2707,2020-01-31,5806.0,204.0,2020-01-31,2020,1,5,31,1377422166
5591,Hubei,China,30.9756,112.2707,2020-02-01,7153.0,249.0,2020-02-01,2020,2,5,1,1377422166
5592,Hubei,China,30.9756,112.2707,2020-02-02,11177.0,350.0,2020-02-02,2020,2,5,2,1377422166
5593,Hubei,China,30.9756,112.2707,2020-02-03,13522.0,414.0,2020-02-03,2020,2,6,3,1377422166
5594,Hubei,China,30.9756,112.2707,2020-02-04,16678.0,479.0,2020-02-04,2020,2,6,4,1377422166
5595,Hubei,China,30.9756,112.2707,2020-02-05,19665.0,549.0,2020-02-05,2020,2,6,5,1377422166
5596,Hubei,China,30.9756,112.2707,2020-02-06,22112.0,618.0,2020-02-06,2020,2,6,6,1377422166
5597,Hubei,China,30.9756,112.2707,2020-02-07,24953.0,699.0,2020-02-07,2020,2,6,7,1377422166
5598,Hubei,China,30.9756,112.2707,2020-02-08,27100.0,780.0,2020-02-08,2020,2,6,8,1377422166
5599,Hubei,China,30.9756,112.2707,2020-02-09,29631.0,871.0,2020-02-09,2020,2,6,9,1377422166
5600,Hubei,China,30.9756,112.2707,2020-02-10,31728.0,974.0,2020-02-10,2020,2,7,10,1377422166
5601,Hubei,China,30.9756,112.2707,2020-02-11,33366.0,1068.0,2020-02-11,2020,2,7,11,1377422166
5602,Hubei,China,30.9756,112.2707,2020-02-12,33366.0,1068.0,2020-02-12,2020,2,7,12,1377422166
5603,Hubei,China,30.9756,112.2707,2020-02-13,48206.0,1310.0,2020-02-13,2020,2,7,13,1377422166
5604,Hubei,China,30.9756,112.2707,2020-02-14,54406.0,1457.0,2020-02-14,2020,2,7,14,1377422166
5605,Hubei,China,30.9756,112.2707,2020-02-15,56249.0,1596.0,2020-02-15,2020,2,7,15,1377422166
5606,Hubei,China,30.9756,112.2707,2020-02-16,58182.0,1696.0,2020-02-16,2020,2,7,16,1377422166
5607,Hubei,China,30.9756,112.2707,2020-02-17,59989.0,1789.0,2020-02-17,2020,2,8,17,1377422166
5608,Hubei,China,30.9756,112.2707,2020-02-18,61682.0,1921.0,2020-02-18,2020,2,8,18,1377422166
5609,Hubei,China,30.9756,112.2707,2020-02-19,62031.0,2029.0,2020-02-19,2020,2,8,19,1377422166
5610,Hubei,China,30.9756,112.2707,2020-02-20,62442.0,2144.0,2020-02-20,2020,2,8,20,1377422166
5611,Hubei,China,30.9756,112.2707,2020-02-21,62662.0,2144.0,2020-02-21,2020,2,8,21,1377422166
5612,Hubei,China,30.9756,112.2707,2020-02-22,64084.0,2346.0,2020-02-22,2020,2,8,22,1377422166
5613,Hubei,China,30.9756,112.2707,2020-02-23,64084.0,2346.0,2020-02-23,2020,2,8,23,1377422166
5614,Hubei,China,30.9756,112.2707,2020-02-24,64287.0,2495.0,2020-02-24,2020,2,9,24,1377422166
5615,Hubei,China,30.9756,112.2707,2020-02-25,64786.0,2563.0,2020-02-25,2020,2,9,25,1377422166
5616,Hubei,China,30.9756,112.2707,2020-02-26,65187.0,2615.0,2020-02-26,2020,2,9,26,1377422166
5617,Hubei,China,30.9756,112.2707,2020-02-27,65596.0,2641.0,2020-02-27,2020,2,9,27,1377422166
5618,Hubei,China,30.9756,112.2707,2020-02-28,65914.0,2682.0,2020-02-28,2020,2,9,28,1377422166
5619,Hubei,China,30.9756,112.2707,2020-02-29,66337.0,2727.0,2020-02-29,2020,2,9,29,1377422166
5620,Hubei,China,30.9756,112.2707,2020-03-01,66907.0,2761.0,2020-03-01,2020,3,9,1,1377422166
5621,Hubei,China,30.9756,112.2707,2020-03-02,67103.0,2803.0,2020-03-02,2020,3,10,2,1377422166
5622,Hubei,China,30.9756,112.2707,2020-03-03,67217.0,2835.0,2020-03-03,2020,3,10,3,1377422166
5623,Hubei,China,30.9756,112.2707,2020-03-04,67332.0,2871.0,2020-03-04,2020,3,10,4,1377422166
5624,Hubei,China,30.9756,112.2707,2020-03-05,67466.0,2902.0,2020-03-05,2020,3,10,5,1377422166
5625,Hubei,China,30.9756,112.2707,2020-03-06,67592.0,2931.0,2020-03-06,2020,3,10,6,1377422166
5626,Hubei,China,30.9756,112.2707,2020-03-07,67666.0,2959.0,2020-03-07,2020,3,10,7,1377422166
5627,Hubei,China,30.9756,112.2707,2020-03-08,67707.0,2986.0,2020-03-08,2020,3,10,8,1377422166
5628,Hubei,China,30.9756,112.2707,2020-03-09,67743.0,3008.0,2020-03-09,2020,3,11,9,1377422166
5629,Hubei,China,30.9756,112.2707,2020-03-10,67760.0,3024.0,2020-03-10,2020,3,11,10,1377422166
5630,Hubei,China,30.9756,112.2707,2020-03-11,67773.0,3046.0,2020-03-11,2020,3,11,11,1377422166
5631,Hubei,China,30.9756,112.2707,2020-03-12,67781.0,3056.0,2020-03-12,2020,3,11,12,1377422166
5632,Hubei,China,30.9756,112.2707,2020-03-13,67786.0,3062.0,2020-03-13,2020,3,11,13,1377422166
5633,Hubei,China,30.9756,112.2707,2020-03-14,67790.0,3075.0,2020-03-14,2020,3,11,14,1377422166
5634,Hubei,China,30.9756,112.2707,2020-03-15,67794.0,3085.0,2020-03-15,2020,3,11,15,1377422166
5635,Hubei,China,30.9756,112.2707,2020-03-16,67798.0,3099.0,2020-03-16,2020,3,12,16,1377422166
5636,Hubei,China,30.9756,112.2707,2020-03-17,67799.0,3111.0,2020-03-17,2020,3,12,17,1377422166
5637,Hubei,China,30.9756,112.2707,2020-03-18,67800.0,3122.0,2020-03-18,2020,3,12,18,1377422166
5638,Hubei,China,30.9756,112.2707,2020-03-19,67800.0,3130.0,2020-03-19,2020,3,12,19,1377422166
5639,Hubei,China,30.9756,112.2707,2020-03-20,67800.0,3133.0,2020-03-20,2020,3,12,20,1377422166
5640,Hubei,China,30.9756,112.2707,2020-03-21,67800.0,3139.0,2020-03-21,2020,3,12,21,1377422166
5641,Hubei,China,30.9756,112.2707,2020-03-22,67800.0,3144.0,2020-03-22,2020,3,12,22,1377422166
5674,Hunan,China,27.6104,111.7088,2020-01-22,4.0,0.0,2020-01-22,2020,1,4,22,1377422166
5675,Hunan,China,27.6104,111.7088,2020-01-23,9.0,0.0,2020-01-23,2020,1,4,23,1377422166
5676,Hunan,China,27.6104,111.7088,2020-01-24,24.0,0.0,2020-01-24,2020,1,4,24,1377422166
5677,Hunan,China,27.6104,111.7088,2020-01-25,43.0,0.0,2020-01-25,2020,1,4,25,1377422166
5678,Hunan,China,27.6104,111.7088,2020-01-26,69.0,0.0,2020-01-26,2020,1,4,26,1377422166
5679,Hunan,China,27.6104,111.7088,2020-01-27,100.0,0.0,2020-01-27,2020,1,5,27,1377422166
5680,Hunan,China,27.6104,111.7088,2020-01-28,143.0,0.0,2020-01-28,2020,1,5,28,1377422166
5681,Hunan,China,27.6104,111.7088,2020-01-29,221.0,0.0,2020-01-29,2020,1,5,29,1377422166
5682,Hunan,China,27.6104,111.7088,2020-01-30,277.0,0.0,2020-01-30,2020,1,5,30,1377422166
5683,Hunan,China,27.6104,111.7088,2020-01-31,332.0,0.0,2020-01-31,2020,1,5,31,1377422166
5684,Hunan,China,27.6104,111.7088,2020-02-01,389.0,0.0,2020-02-01,2020,2,5,1,1377422166
5685,Hunan,China,27.6104,111.7088,2020-02-02,463.0,0.0,2020-02-02,2020,2,5,2,1377422166
5686,Hunan,China,27.6104,111.7088,2020-02-03,521.0,0.0,2020-02-03,2020,2,6,3,1377422166
5687,Hunan,China,27.6104,111.7088,2020-02-04,593.0,0.0,2020-02-04,2020,2,6,4,1377422166
5688,Hunan,China,27.6104,111.7088,2020-02-05,661.0,0.0,2020-02-05,2020,2,6,5,1377422166
5689,Hunan,China,27.6104,111.7088,2020-02-06,711.0,0.0,2020-02-06,2020,2,6,6,1377422166
5690,Hunan,China,27.6104,111.7088,2020-02-07,772.0,0.0,2020-02-07,2020,2,6,7,1377422166
5691,Hunan,China,27.6104,111.7088,2020-02-08,803.0,1.0,2020-02-08,2020,2,6,8,1377422166
5692,Hunan,China,27.6104,111.7088,2020-02-09,838.0,1.0,2020-02-09,2020,2,6,9,1377422166
5693,Hunan,China,27.6104,111.7088,2020-02-10,879.0,1.0,2020-02-10,2020,2,7,10,1377422166
5694,Hunan,China,27.6104,111.7088,2020-02-11,912.0,1.0,2020-02-11,2020,2,7,11,1377422166
5695,Hunan,China,27.6104,111.7088,2020-02-12,946.0,2.0,2020-02-12,2020,2,7,12,1377422166
5696,Hunan,China,27.6104,111.7088,2020-02-13,968.0,2.0,2020-02-13,2020,2,7,13,1377422166
5697,Hunan,China,27.6104,111.7088,2020-02-14,988.0,2.0,2020-02-14,2020,2,7,14,1377422166
5698,Hunan,China,27.6104,111.7088,2020-02-15,1001.0,2.0,2020-02-15,2020,2,7,15,1377422166
